"cluster","celltype_full","score","score_rank","db","species","organ","celltype","n_genes"
"2","CLP_BLUEPRINT_1 | Human | xCell",0.5197295823,28,"xCell","Human","","CLP_BLUEPRINT_1",6
"2","Neuron | Embryonic prefrontal cortex | Human | CellMarker",0.5051285247,29,"CellMarker","Human","Embryonic prefrontal cortex","Neuron",8
"2","Bone marrow stromal cell | Human | TISSUES",0.5034958168,30,"TISSUES","Human","","Bone marrow stromal cell",6
"2","Stromal cell | Human | TISSUES",0.5034958168,31,"TISSUES","Human","","Stromal cell",6
"2","Seminoma cell | Human | TISSUES",0.5016195385,32,"TISSUES","Human","","Seminoma cell",6
"2","Fibroblastoma cell | Human | TISSUES",0.5015995601,33,"TISSUES","Human","","Fibroblastoma cell",6
"2","Fibrosarcoma cell | Human | TISSUES",0.5015995601,34,"TISSUES","Human","","Fibrosarcoma cell",6
"2","Neuron | Brain | Mouse | CellMarker",0.501307938,35,"CellMarker","Mouse","Brain","Neuron",46
"2","Embryonic carcinoma cell line | Mouse | TISSUES",0.4997101011,36,"TISSUES","Mouse","","Embryonic carcinoma cell line",6
"2","Embryonic cell line | Mouse | TISSUES",0.4997101011,37,"TISSUES","Mouse","","Embryonic cell line",6
"2","CD4+ Tem_BLUEPRINT_2 | Human | xCell",0.4987345977,38,"xCell","Human","","CD4+ Tem_BLUEPRINT_2",6
"2","HBA_TemporalLobe | Human | SaVanT",0.4865710748,39,"SaVanT","Human","","HBA_TemporalLobe",50
"2","Class-switched memory B-cells_BLUEPRINT_3 | Human | xCell",0.4855341604,40,"xCell","Human","","Class-switched memory B-cells_BLUEPRINT_3",11
"2","Undefined placental cells | Placenta | Human | PanglaoDB",0.4831205269,41,"PanglaoDB","Human","Placenta","Undefined placental cells",5
"2","Undefined placental cells | Placenta | Mouse | PanglaoDB",0.4831205269,42,"PanglaoDB","Mouse","Placenta","Undefined placental cells",5
"2","HBA_Amygdala | Human | SaVanT",0.4817878107,43,"SaVanT","Human","","HBA_Amygdala",50
"2","Myocytes_FANTOM_2 | Human | xCell",0.4794901797,44,"xCell","Human","","Myocytes_FANTOM_2",11
"2","CD4+ Tem_NOVERSHTERN_1 | Human | xCell",0.4759439049,45,"xCell","Human","","CD4+ Tem_NOVERSHTERN_1",15
"2","Embryonic carcinoma cell line | Human | TISSUES",0.4727422211,46,"TISSUES","Human","","Embryonic carcinoma cell line",7
"2","IMGN_T_4SP69+_Th | Mouse | SaVanT",0.470733425,47,"SaVanT","Mouse","","IMGN_T_4SP69+_Th",37
"2","IMGN_Tgd_vg1+vd6+24ahi_Th | Mouse | SaVanT",0.4688814631,48,"SaVanT","Mouse","","IMGN_Tgd_vg1+vd6+24ahi_Th",31
"2","Prostate adenocarcinoma cell | Human | TISSUES",0.4678337344,49,"TISSUES","Human","","Prostate adenocarcinoma cell",5
"2","HBA_Wholebrain | Human | SaVanT",0.4649778677,50,"SaVanT","Human","","HBA_Wholebrain",50
"2","Frontal lobe | Mouse | TISSUES",0.4642312951,51,"TISSUES","Mouse","","Frontal lobe",24
"2","Olfactory bulb | Mouse | TISSUES",0.4642312951,52,"TISSUES","Mouse","","Olfactory bulb",24
"2","Olfactory lobe | Mouse | TISSUES",0.4642312951,53,"TISSUES","Mouse","","Olfactory lobe",24
"2","MANNO_MIDBRAIN_NEUROTYPES_HOMTN | Human | MSigDB",0.4616466244,54,"MSigDB","Human","","MANNO_MIDBRAIN_NEUROTYPES_HOMTN",264
"2","Retinal ganglion cells | Brain | Human | PanglaoDB",0.4609084029,55,"PanglaoDB","Human","Brain","Retinal ganglion cells",48
"2","Retinal ganglion cells | Brain | Mouse | PanglaoDB",0.4609084029,56,"PanglaoDB","Mouse","Brain","Retinal ganglion cells",48
"2","HBA_CingulateCortex | Human | SaVanT",0.460067211,57,"SaVanT","Human","","HBA_CingulateCortex",50
"2","Keratinocyte | SaVanT",0.457532406,58,"SaVanT","","","Keratinocyte",16
"2","Pyramidal cells | Brain | Human | PanglaoDB",0.4544397048,59,"PanglaoDB","Human","Brain","Pyramidal cells",23
"2","Pyramidal cells | Brain | Mouse | PanglaoDB",0.4544397048,60,"PanglaoDB","Mouse","Brain","Pyramidal cells",23
"2","HBA_PrefrontalCortex | Human | SaVanT",0.4525013775,61,"SaVanT","Human","","HBA_PrefrontalCortex",50
"2","CLP_BLUEPRINT_2 | Human | xCell",0.4515936144,62,"xCell","Human","","CLP_BLUEPRINT_2",10
"2","amygdala | SaVanT",0.4515700545,63,"SaVanT","","","amygdala",50
"2","Hepatocyte | Liver | Mouse | CellMarker",0.4443335032,64,"CellMarker","Mouse","Liver","Hepatocyte",6
"2","Large granular lymphocyte | Mouse | TISSUES",0.4405940985,65,"TISSUES","Mouse","","Large granular lymphocyte",7
"2","Natural killer cell | Mouse | TISSUES",0.4405940985,66,"TISSUES","Mouse","","Natural killer cell",7
"2","Null cell | Mouse | TISSUES",0.4405940985,67,"TISSUES","Mouse","","Null cell",7
"2","Hippocampal_Neurons | SaVanT",0.4402158666,68,"SaVanT","","","Hippocampal_Neurons",50
"2","Rheaume et al.Nat Commun.22 | Retina | Mouse | CellMarker",0.4384392309,69,"CellMarker","Mouse","Retina","Rheaume et al.Nat Commun.22",7
"2","Osteoblast | Mouse | TISSUES",0.4357830376,70,"TISSUES","Mouse","","Osteoblast",5
"2","HBA_SubthalamicNucleus | Human | SaVanT",0.4356355508,71,"SaVanT","Human","","HBA_SubthalamicNucleus",50
"2","IMGN_T_4SP24-_Th | Mouse | SaVanT",0.4315552287,72,"SaVanT","Mouse","","IMGN_T_4SP24-_Th",34
"2","IMGN_Tgd_vg3+24alo_e17_Th | Mouse | SaVanT",0.4298601731,73,"SaVanT","Mouse","","IMGN_Tgd_vg3+24alo_e17_Th",27
"2","Autonomic nervous system | Mouse | TISSUES",0.4288373764,74,"TISSUES","Mouse","","Autonomic nervous system",13
"2","Peripheral nervous system | Mouse | TISSUES",0.4288373764,75,"TISSUES","Mouse","","Peripheral nervous system",13
"2","Sympathetic chain | Mouse | TISSUES",0.4288373764,76,"TISSUES","Mouse","","Sympathetic chain",13
"2","Sympathetic ganglion | Mouse | TISSUES",0.4288373764,77,"TISSUES","Mouse","","Sympathetic ganglion",13
"2","Sympathetic nervous system | Mouse | TISSUES",0.4288373764,78,"TISSUES","Mouse","","Sympathetic nervous system",13
"2","dorsal_root_ganglia | SaVanT",0.4278727811,79,"SaVanT","","","dorsal_root_ganglia",39
"2","Epithelium | Mouse | TISSUES",0.4273983118,80,"TISSUES","Mouse","","Epithelium",12
"2","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_IMMATURE_NEURONS | Human | MSigDB",0.4253708663,81,"MSigDB","Human","","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_IMMATURE_NEURONS",98
"2","Cancer cell (Breast Cancer (circulating)) | Blood | Human | CellMarker",0.4238084917,82,"CellMarker","Human","Blood","Cancer cell (Breast Cancer (circulating))",5
"2","HBA_Cerebellum | Human | SaVanT",0.4232490598,83,"SaVanT","Human","","HBA_Cerebellum",50
"2","IMGN_T_8Eff_Sp_OT1_48hr_LisOva | Mouse | SaVanT",0.4212444835,84,"SaVanT","Mouse","","IMGN_T_8Eff_Sp_OT1_48hr_LisOva",29
"2","IMGN_T_DPsm_Th | Mouse | SaVanT",0.4205430254,85,"SaVanT","Mouse","","IMGN_T_DPsm_Th",34
"2","1-cell stage cell (Blastomere) | Embryo | Mouse | CellMarker",0.4199688941,86,"CellMarker","Mouse","Embryo","1-cell stage cell (Blastomere)",16
"2","HBA_CerebellumPeduncles | Human | SaVanT",0.419219636,87,"SaVanT","Human","","HBA_CerebellumPeduncles",50
"2","MANNO_MIDBRAIN_NEUROTYPES_HSERT | Human | MSigDB",0.4182361822,88,"MSigDB","Human","","MANNO_MIDBRAIN_NEUROTYPES_HSERT",326
"2","Neurons_FANTOM_2 | Human | xCell",0.4181286512,89,"xCell","Human","","Neurons_FANTOM_2",140
"2","HBA_GlobusPallidus | Human | SaVanT",0.4152107767,90,"SaVanT","Human","","HBA_GlobusPallidus",50
"2","Neuroepithelioma cell | Human | TISSUES",0.4139971215,91,"TISSUES","Human","","Neuroepithelioma cell",5
"2","IMGN_Tgd_vg2+24ahi_Th | Mouse | SaVanT",0.4137355628,92,"SaVanT","Mouse","","IMGN_Tgd_vg2+24ahi_Th",32
"2","CD1C+_A dendritic cell | Blood | Human | CellMarker",0.4132882717,93,"CellMarker","Human","Blood","CD1C+_A dendritic cell",13
"2","IMGN_NKT_44-NK1_1-_Th | Mouse | SaVanT",0.4121223319,94,"SaVanT","Mouse","","IMGN_NKT_44-NK1_1-_Th",29
"2","HBA_BDCA4+_DentriticCells | Human | SaVanT",0.4105362356,95,"SaVanT","Human","","HBA_BDCA4+_DentriticCells",27
"2","CD4+ naive T-cells_FANTOM_1 | Human | xCell",0.4083747359,96,"xCell","Human","","CD4+ naive T-cells_FANTOM_1",11
"2","CD4+ naive T-cells_NOVERSHTERN_3 | Human | xCell",0.4083747359,97,"xCell","Human","","CD4+ naive T-cells_NOVERSHTERN_3",11
"2","IMGN_Tgd_vg2-_Sp | Mouse | SaVanT",0.4076367684,98,"SaVanT","Mouse","","IMGN_Tgd_vg2-_Sp",32
"2","hippocampus | SaVanT",0.406841052,99,"SaVanT","","","hippocampus",49
"2","IMGN_T_4SP24int_Th | Mouse | SaVanT",0.4039036776,100,"SaVanT","Mouse","","IMGN_T_4SP24int_Th",38
"3","Pyramidal cell | Human | CellMarker",0.7755975221,1,"CellMarker","Human","","Pyramidal cell",8
"3","Th2 cells_IRIS_2 | Human | xCell",0.7284209904,2,"xCell","Human","","Th2 cells_IRIS_2",5
"3","Monocytic leukemia cell | Human | TISSUES",0.6164250553,3,"TISSUES","Human","","Monocytic leukemia cell",5
"3","B-lymphocyte | Mouse | TISSUES",0.6115538651,4,"TISSUES","Mouse","","B-lymphocyte",7
"3","pre-B-lymphocyte | Mouse | TISSUES",0.6115538651,5,"TISSUES","Mouse","","pre-B-lymphocyte",7
"3","pro-B-lymphocyte | Mouse | TISSUES",0.6115538651,6,"TISSUES","Mouse","","pro-B-lymphocyte",7
"3","testis | SaVanT",0.5841694934,7,"SaVanT","","","testis",10
"3","Ciliated cell | Lung | Mouse | CellMarker",0.5835657106,8,"CellMarker","Mouse","Lung","Ciliated cell",14
"3","Bile | Human | TISSUES",0.574953926,9,"TISSUES","Human","","Bile",5
"3","Digestive juice | Human | TISSUES",0.574953926,10,"TISSUES","Human","","Digestive juice",5
"3","Rheaume et al.Nat Commun.31 | Retina | Mouse | CellMarker",0.5731554765,11,"CellMarker","Mouse","Retina","Rheaume et al.Nat Commun.31",9
"3","Neuroepithelioma cell | Human | TISSUES",0.5695022519,12,"TISSUES","Human","","Neuroepithelioma cell",5
"3","Paneth cells | GI tract | Mouse | PanglaoDB",0.5489737367,13,"PanglaoDB","Mouse","GI tract","Paneth cells",6
"3","amygdala | SaVanT",0.5382956176,14,"SaVanT","","","amygdala",50
"3","Paneth cells | GI tract | Human | PanglaoDB",0.5178978697,15,"PanglaoDB","Human","GI tract","Paneth cells",7
"3","IMGN_T_DPbl_Th | Mouse | SaVanT",0.5141853274,16,"SaVanT","Mouse","","IMGN_T_DPbl_Th",22
"3","Long-term hematopoietic stem cell | Bone marrow | Mouse | CellMarker",0.5124834097,17,"CellMarker","Mouse","Bone marrow","Long-term hematopoietic stem cell",5
"3","Pinealocytes | Brain | Human | PanglaoDB",0.5093773526,18,"PanglaoDB","Human","Brain","Pinealocytes",11
"3","Pinealocytes | Brain | Mouse | PanglaoDB",0.5093773526,19,"PanglaoDB","Mouse","Brain","Pinealocytes",11
"3","HBA_small_intestine | Human | SaVanT",0.5061484307,20,"SaVanT","Human","","HBA_small_intestine",12
"3","Neurons_ENCODE_1 | Human | xCell",0.4992732032,21,"xCell","Human","","Neurons_ENCODE_1",7
"3","CD8+ Tem_NOVERSHTERN_2 | Human | xCell",0.4973040526,22,"xCell","Human","","CD8+ Tem_NOVERSHTERN_2",5
"3","IMGN_T_8Eff_Sp_OT1_d6_LisOva | Mouse | SaVanT",0.4944927972,23,"SaVanT","Mouse","","IMGN_T_8Eff_Sp_OT1_d6_LisOva",21
"3","MSC_FANTOM_3 | Human | xCell",0.4918960201,24,"xCell","Human","","MSC_FANTOM_3",7
"3","Lymphocyte | Bone marrow | Mouse | CellMarker",0.4748459621,25,"CellMarker","Mouse","Bone marrow","Lymphocyte",6
"3","4-cell stage cell (Blastomere) | Embryo | Mouse | CellMarker",0.4732417765,26,"CellMarker","Mouse","Embryo","4-cell stage cell (Blastomere)",11
"3","IMGN_T_8Eff_Sp_OT1_d5_VSVOva | Mouse | SaVanT",0.4732093046,27,"SaVanT","Mouse","","IMGN_T_8Eff_Sp_OT1_d5_VSVOva",22
"3","CD4+ naive T-cells_IRIS_2 | Human | xCell",0.4707999392,28,"xCell","Human","","CD4+ naive T-cells_IRIS_2",6
"3","IMGN_NKT_44-NK1_1-_Th | Mouse | SaVanT",0.4701966973,29,"SaVanT","Mouse","","IMGN_NKT_44-NK1_1-_Th",29
"3","IMGN_Tgd_vg3+24alo_e17_Th | Mouse | SaVanT",0.4600360168,30,"SaVanT","Mouse","","IMGN_Tgd_vg3+24alo_e17_Th",27
"3","intestine_small | SaVanT",0.4597529791,31,"SaVanT","","","intestine_small",11
"3","Alpha cell | Pancreas | Human | CellMarker",0.455451952,32,"CellMarker","Human","Pancreas","Alpha cell",7
"3","Colonic epithelium | Human | TISSUES",0.4550069619,33,"TISSUES","Human","","Colonic epithelium",6
"3","ZHONG_PFC_C3_UNKNOWN_INP | Human | MSigDB",0.4513340357,34,"MSigDB","Human","","ZHONG_PFC_C3_UNKNOWN_INP",13
"3","Neutrophil | SaVanT",0.4507623269,35,"SaVanT","","","Neutrophil",35
"3","IMGN_Tgd_vg1+vd6-24alo_Th | Mouse | SaVanT",0.448790996,36,"SaVanT","Mouse","","IMGN_Tgd_vg1+vd6-24alo_Th",23
"3","Leiomyosarcoma cell | Human | TISSUES",0.4432237422,37,"TISSUES","Human","","Leiomyosarcoma cell",14
"3","Immune cell (Renal Clear Cell Carcinoma) | Human | CellMarker",0.4399420007,38,"CellMarker","Human","","Immune cell (Renal Clear Cell Carcinoma)",7
"3","CD8+ Tem_NOVERSHTERN_3 | Human | xCell",0.4383589917,39,"xCell","Human","","CD8+ Tem_NOVERSHTERN_3",6
"3","Th1_Harvard | SaVanT",0.4349966294,40,"SaVanT","","","Th1_Harvard",20
"3","IMGN_NKT_44+NK1_1-_Th | Mouse | SaVanT",0.43116832,41,"SaVanT","Mouse","","IMGN_NKT_44+NK1_1-_Th",23
"3","Olfactory sensory neuron | Brain | Mouse | CellMarker",0.4253366775,42,"CellMarker","Mouse","Brain","Olfactory sensory neuron",5
"3","dorsal_striatum | SaVanT",0.4235739332,43,"SaVanT","","","dorsal_striatum",46
"3","Intestinal epithelium | Human | TISSUES",0.4214922288,44,"TISSUES","Human","","Intestinal epithelium",7
"3","retinal_pigment_epithelium | SaVanT",0.4212751905,45,"SaVanT","","","retinal_pigment_epithelium",24
"3","cerebral_cortex_prefrontal | SaVanT",0.4212566061,46,"SaVanT","","","cerebral_cortex_prefrontal",50
"3","pDC_NOVERSHTERN_3 | Human | xCell",0.4191227728,47,"xCell","Human","","pDC_NOVERSHTERN_3",8
"3","cDC_HPCA_3 | Human | xCell",0.4189359022,48,"xCell","Human","","cDC_HPCA_3",6
"3","liver | SaVanT",0.4185648674,49,"SaVanT","","","liver",15
"3","Germ layer | Human | TISSUES",0.414911924,50,"TISSUES","Human","","Germ layer",5
"3","Neuroendocrine cells | Brain | Human | PanglaoDB",0.4069767499,51,"PanglaoDB","Human","Brain","Neuroendocrine cells",16
"3","Neuroendocrine cells | Brain | Mouse | PanglaoDB",0.4069767499,52,"PanglaoDB","Mouse","Brain","Neuroendocrine cells",16
"3","Eosinophils_NOVERSHTERN_1 | Human | xCell",0.4065396061,53,"xCell","Human","","Eosinophils_NOVERSHTERN_1",6
"3","NK cells | Immune system | Human | PanglaoDB",0.4064993236,54,"PanglaoDB","Human","Immune system","NK cells",22
"3","pro B-cells_NOVERSHTERN_3 | Human | xCell",0.4049312778,55,"xCell","Human","","pro B-cells_NOVERSHTERN_3",8
"3","Preadipocytes_FANTOM_2 | Human | xCell",0.4039967407,56,"xCell","Human","","Preadipocytes_FANTOM_2",7
"3","Cochlea | Mouse | TISSUES",0.3987907709,57,"TISSUES","Mouse","","Cochlea",5
"3","Vestibular labyrinth | Mouse | TISSUES",0.3987907709,58,"TISSUES","Mouse","","Vestibular labyrinth",5
"3","Vestibular system | Mouse | TISSUES",0.3987907709,59,"TISSUES","Mouse","","Vestibular system",5
"3","CD8+ Tem_NOVERSHTERN_1 | Human | xCell",0.3987022159,60,"xCell","Human","","CD8+ Tem_NOVERSHTERN_1",8
"3","B-cells_HPCA_1 | Human | xCell",0.3983685601,61,"xCell","Human","","B-cells_HPCA_1",21
"3","ZHONG_PFC_MAJOR_TYPES_EXCITATORY_NEURON | Human | MSigDB",0.3908534468,62,"MSigDB","Human","","ZHONG_PFC_MAJOR_TYPES_EXCITATORY_NEURON",5
"3","pre-T-lymphocyte | Mouse | TISSUES",0.3896417979,63,"TISSUES","Mouse","","pre-T-lymphocyte",11
"3","Thymocyte | Mouse | TISSUES",0.3896417979,64,"TISSUES","Mouse","","Thymocyte",11
"3","Adipocyte progenitor cells | Connective tissue | Mouse | PanglaoDB",0.3872822226,65,"PanglaoDB","Mouse","Connective tissue","Adipocyte progenitor cells",8
"3","HBA_Trachea | Human | SaVanT",0.3852126239,66,"SaVanT","Human","","HBA_Trachea",8
"3","adipose_white | SaVanT",0.3847188995,67,"SaVanT","","","adipose_white",17
"3","Pericytes_FANTOM_1 | Human | xCell",0.3844335953,68,"xCell","Human","","Pericytes_FANTOM_1",5
"3","CD4+ naive T-cells_FANTOM_3 | Human | xCell",0.3819294177,69,"xCell","Human","","CD4+ naive T-cells_FANTOM_3",5
"3","Lep_BT | SaVanT",0.3818351185,70,"SaVanT","","","Lep_BT",12
"3","IMGN_T_8Mem_Sp_OT1_d100_LisOva | Mouse | SaVanT",0.3804853407,71,"SaVanT","Mouse","","IMGN_T_8Mem_Sp_OT1_d100_LisOva",27
"3","NK cells | Immune system | Mouse | PanglaoDB",0.3792469174,72,"PanglaoDB","Mouse","Immune system","NK cells",21
"3","LAKE_ADULT_KIDNEY_C30_IMMUNE_CELLS_MACROPHAGES | Human | MSigDB",0.3779164892,73,"MSigDB","Human","","LAKE_ADULT_KIDNEY_C30_IMMUNE_CELLS_MACROPHAGES",7
"3","Dendritic cell progenitor | Bone marrow | Human | CellMarker",0.3767445207,74,"CellMarker","Human","Bone marrow","Dendritic cell progenitor",5
"3","GAO_LARGE_INTESTINE_ADULT_CH_MKI67HIGH_CELLS | Human | MSigDB",0.3706531372,75,"MSigDB","Human","","GAO_LARGE_INTESTINE_ADULT_CH_MKI67HIGH_CELLS",41
"3","IMGN_T_8Mem_Sp_OT1_d106_VSVOva | Mouse | SaVanT",0.3705858778,76,"SaVanT","Mouse","","IMGN_T_8Mem_Sp_OT1_d106_VSVOva",27
"3","Lake et al.Science.Ex5 | Brain | Human | CellMarker",0.3705629205,77,"CellMarker","Human","Brain","Lake et al.Science.Ex5",5
"3","IMGN_T_8Mem_Sp_OT1_d45_VSVOva | Mouse | SaVanT",0.370474773,78,"SaVanT","Mouse","","IMGN_T_8Mem_Sp_OT1_d45_VSVOva",27
"3","CD4+ Tcm_BLUEPRINT_2 | Human | xCell",0.3700346573,79,"xCell","Human","","CD4+ Tcm_BLUEPRINT_2",20
"3","Rheaume et al.Nat Commun.30 | Retina | Mouse | CellMarker",0.3670494332,80,"CellMarker","Mouse","Retina","Rheaume et al.Nat Commun.30",6
"3","Insulinoma cell | Mouse | TISSUES",0.3638258683,81,"TISSUES","Mouse","","Insulinoma cell",6
"3","Pancreatic cancer cell | Mouse | TISSUES",0.3638258683,82,"TISSUES","Mouse","","Pancreatic cancer cell",6
"3","B-cells_FANTOM_1 | Human | xCell",0.3635993441,83,"xCell","Human","","B-cells_FANTOM_1",6
"3","T memory cells | Immune system | Human | PanglaoDB",0.3611899177,84,"PanglaoDB","Human","Immune system","T memory cells",21
"3","Chondrocyte | Human | TISSUES",0.3584759564,85,"TISSUES","Human","","Chondrocyte",9
"3","min6 | SaVanT",0.3584244983,86,"SaVanT","","","min6",29
"3","IMGN_T_8Eff_Sp_OT1_d8_VSVOva | Mouse | SaVanT",0.3579345765,87,"SaVanT","Mouse","","IMGN_T_8Eff_Sp_OT1_d8_VSVOva",24
"3","IMGN_T_8Mem_Sp_OT1_d45_LisOva | Mouse | SaVanT",0.3571943569,88,"SaVanT","Mouse","","IMGN_T_8Mem_Sp_OT1_d45_LisOva",28
"3","IMGN_Tgd_vg2-_act_Sp | Mouse | SaVanT",0.3566243806,89,"SaVanT","Mouse","","IMGN_Tgd_vg2-_act_Sp",27
"3","hippocampus | SaVanT",0.3539430294,90,"SaVanT","","","hippocampus",49
"3","IMGN_Tgd_vg3+24ahi_e17_Th | Mouse | SaVanT",0.3533410421,91,"SaVanT","Mouse","","IMGN_Tgd_vg3+24ahi_e17_Th",27
"3","IMGN_T_8Eff_Sp_OT1_48hr_LisOva | Mouse | SaVanT",0.3529324603,92,"SaVanT","Mouse","","IMGN_T_8Eff_Sp_OT1_48hr_LisOva",29
"3","Distal tubule cells | Kidney | Human | PanglaoDB",0.3515425605,93,"PanglaoDB","Human","Kidney","Distal tubule cells",21
"3","Distal tubule cells | Kidney | Mouse | PanglaoDB",0.3515425605,94,"PanglaoDB","Mouse","Kidney","Distal tubule cells",21
"3","Megakaryocyte erythroid cell | Mouse | CellMarker",0.3504295358,95,"CellMarker","Mouse","","Megakaryocyte erythroid cell",8
"3","Bronchoalveolar system | Human | TISSUES",0.34887495,96,"TISSUES","Human","","Bronchoalveolar system",7
"3","FAN_EMBRYONIC_CTX_BIG_GROUPS_EXCITATORY_NEURON | Human | MSigDB",0.3466405327,97,"MSigDB","Human","","FAN_EMBRYONIC_CTX_BIG_GROUPS_EXCITATORY_NEURON",36
"3","Arterial smooth muscle | Human | TISSUES",0.3451311812,98,"TISSUES","Human","","Arterial smooth muscle",5
"3","T memory cells | Immune system | Mouse | PanglaoDB",0.3435923114,99,"PanglaoDB","Mouse","Immune system","T memory cells",26
"3","Endothelial progenitor cell | Bone marrow | Human | CellMarker",0.3413457249,100,"CellMarker","Human","Bone marrow","Endothelial progenitor cell",6
"4","Stem cell | Liver | Mouse | CellMarker",0.8859487667,1,"CellMarker","Mouse","Liver","Stem cell",5
"4","FAN_EMBRYONIC_CTX_IN_4_INTERNEURON | Human | MSigDB",0.8648427386,2,"MSigDB","Human","","FAN_EMBRYONIC_CTX_IN_4_INTERNEURON",6
"4","FAN_EMBRYONIC_CTX_BIG_GROUPS_INHIBITORY | Human | MSigDB",0.8507843054,3,"MSigDB","Human","","FAN_EMBRYONIC_CTX_BIG_GROUPS_INHIBITORY",8
"4","ZHONG_PFC_C6_DLX5_GAD1_GAD2_POS_INTERNEURON | Human | MSigDB",0.8467293794,4,"MSigDB","Human","","ZHONG_PFC_C6_DLX5_GAD1_GAD2_POS_INTERNEURON",9
"4","GABAergic neurons | Brain | Human | PanglaoDB",0.8317325545,5,"PanglaoDB","Human","Brain","GABAergic neurons",12
"4","GABAergic neurons | Brain | Mouse | PanglaoDB",0.8317325545,6,"PanglaoDB","Mouse","Brain","GABAergic neurons",12
"4","Cholinergic neurons | Brain | Human | PanglaoDB",0.8282855752,7,"PanglaoDB","Human","Brain","Cholinergic neurons",6
"4","Cholinergic neurons | Brain | Mouse | PanglaoDB",0.8282855752,8,"PanglaoDB","Mouse","Brain","Cholinergic neurons",6
"4","ZHONG_PFC_MAJOR_TYPES_INTERNEURON | Human | MSigDB",0.8152918391,9,"MSigDB","Human","","ZHONG_PFC_MAJOR_TYPES_INTERNEURON",13
"4","pre-T-lymphocyte | Human | TISSUES",0.7965726571,10,"TISSUES","Human","","pre-T-lymphocyte",5
"4","Thymocyte | Human | TISSUES",0.7965726571,11,"TISSUES","Human","","Thymocyte",5
"4","ZHONG_PFC_C3_PROX1_CCK_POS_INTERNEURON | Human | MSigDB",0.7690623891,12,"MSigDB","Human","","ZHONG_PFC_C3_PROX1_CCK_POS_INTERNEURON",6
"4","Germ cell | Human | CellMarker",0.749002889,13,"CellMarker","Human","","Germ cell",7
"4","ZHONG_PFC_C7_SST_LHX6_POS_PUTATIVE_MIGRATING_INTERNEURON | Human | MSigDB",0.7356936448,14,"MSigDB","Human","","ZHONG_PFC_C7_SST_LHX6_POS_PUTATIVE_MIGRATING_INTERNEURON",8
"4","Plasma cells_BLUEPRINT_1 | Human | xCell",0.7353856147,15,"xCell","Human","","Plasma cells_BLUEPRINT_1",5
"4","Brain cancer cell | Human | TISSUES",0.7132806512,16,"TISSUES","Human","","Brain cancer cell",5
"4","ZHONG_PFC_C1_DLX5_POS_INTERNEURON | Human | MSigDB",0.6839428103,17,"MSigDB","Human","","ZHONG_PFC_C1_DLX5_POS_INTERNEURON",5
"4","Plasma cells_HPCA_3 | Human | xCell",0.6521696409,18,"xCell","Human","","Plasma cells_HPCA_3",6
"4","Alpha cell | Pancreas | Human | CellMarker",0.6488667956,19,"CellMarker","Human","Pancreas","Alpha cell",7
"4","T helper17 (Th17) cell | Mouse | CellMarker",0.6462317558,20,"CellMarker","Mouse","","T helper17 (Th17) cell",5
"4","Marrow cell | Mouse | TISSUES",0.638193919,21,"TISSUES","Mouse","","Marrow cell",5
"4","Memory B-cells_HPCA_3 | Human | xCell",0.6361028407,22,"xCell","Human","","Memory B-cells_HPCA_3",5
"4","ZHONG_PFC_C3_UNKNOWN_INP | Human | MSigDB",0.6247081741,23,"MSigDB","Human","","ZHONG_PFC_C3_UNKNOWN_INP",13
"4","Neuron | Brain | Human | CellMarker",0.6190513499,24,"CellMarker","Human","Brain","Neuron",25
"4","FAN_EMBRYONIC_CTX_IN_1_INTERNEURON | Human | MSigDB",0.6095257473,25,"MSigDB","Human","","FAN_EMBRYONIC_CTX_IN_1_INTERNEURON",6
"4","Endothelial progenitor cell | Bone marrow | Human | CellMarker",0.5908730523,26,"CellMarker","Human","Bone marrow","Endothelial progenitor cell",6
"4","Type III taste bud cell | Taste bud | Mouse | CellMarker",0.5880732649,27,"CellMarker","Mouse","Taste bud","Type III taste bud cell",5
"4","Progenitor cell | Liver | Mouse | CellMarker",0.5839475578,28,"CellMarker","Mouse","Liver","Progenitor cell",5
"4","Basket cell | Brain | Mouse | CellMarker",0.5814667693,29,"CellMarker","Mouse","Brain","Basket cell",14
"4","Semen | Human | TISSUES",0.5770663408,30,"TISSUES","Human","","Semen",6
"4","Peripheral ganglion | Human | TISSUES",0.5649718213,31,"TISSUES","Human","","Peripheral ganglion",7
"4","Spinal ganglion | Human | TISSUES",0.5649718213,32,"TISSUES","Human","","Spinal ganglion",7
"4","Hepatocyte | Liver | Mouse | CellMarker",0.5515537895,33,"CellMarker","Mouse","Liver","Hepatocyte",6
"4","Purkinje neurons | Brain | Human | PanglaoDB",0.5495645146,34,"PanglaoDB","Human","Brain","Purkinje neurons",42
"4","Purkinje neurons | Brain | Mouse | PanglaoDB",0.5495645146,35,"PanglaoDB","Mouse","Brain","Purkinje neurons",42
"4","MSC_FANTOM_3 | Human | xCell",0.5483801319,36,"xCell","Human","","MSC_FANTOM_3",7
"4","Merkel cells | Skin | Human | PanglaoDB",0.5475705798,37,"PanglaoDB","Human","Skin","Merkel cells",5
"4","Merkel cells | Skin | Mouse | PanglaoDB",0.5475705798,38,"PanglaoDB","Mouse","Skin","Merkel cells",5
